Geneid	Chr	Start	End	Strand	Length	/scratch/project_2000350/genomics/rna-seq/bam/S1_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S2_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S4_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S5_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S6_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S7_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S8_1_5.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_0_015.bam	/scratch/project_2000350/genomics/rna-seq/bam/S9_1_5.bam
NCU00849	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6962783;6962783;6963220;6963342;6963417	6963269;6963148;6963269;6963981;6963981	-;-;-;-;-	1127	100	126	88	63	180	46	48	131	77	143	94	173
NCU00850	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6961882;6962275;6962749	6962190;6962680;6962857	+;+;+	824	31	50	6	18	49	6	5	55	12	37	15	32
NCU00851	Supercontig_12.1;Supercontig_12.1	6958974;6959144	6959080;6959369	+;+	333	36	44	31	25	39	19	31	34	14	40	18	22
NCU00852	Supercontig_12.1	6956051	6957037	-	987	240	322	91	128	212	72	119	212	102	300	121	242
NCU00853	Supercontig_12.1	6951833	6953544	+	1712	78	50	113	169	59	124	118	73	147	65	154	44
NCU00854	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6948984;6949157;6950342;6950757;6950976;6951684	6949013;6949280;6950681;6950901;6951625;6951704	+;+;+;+;+;+	1310	106	111	177	174	102	205	194	130	240	122	220	76
NCU00855	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6947843;6948117;6948326	6948045;6948265;6948649	+;+;+	676	12	2	36	61	4	27	100	16	41	3	48	4
NCU00856	Supercontig_12.1	6945177	6947029	+	1853	50	27	313	442	53	277	388	28	366	34	369	24
NCU00857	Supercontig_12.1	6942197	6944478	+	2282	78	142	319	347	176	319	417	182	394	175	365	168
NCU00859	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6934489;6934977;6935279;6935437	6935268;6935043;6935955;6936565	-;-;-;-	2067	545	557	1615	1766	339	1027	767	357	1226	399	1528	241
NCU00860	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6930778;6932375;6932628	6932303;6932542;6933026	-;-;-	2093	1042	926	422	558	1033	388	502	1074	458	987	481	521
NCU00861	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6928165;6928903;6929216;6929395;6929538;6929855;6929958	6928803;6929151;6929336;6929467;6929793;6929904;6930045	-;-;-;-;-;-;-	1476	68	73	14	10	40	8	4	66	26	39	0	34
NCU00862	Supercontig_12.1;Supercontig_12.1	6924212;6925419	6925343;6926612	-;-	2326	221	248	41	60	222	29	16	218	24	208	77	377
NCU00863	Supercontig_12.1	6922584	6925468	+	2885	143	172	835	881	189	864	628	214	790	165	959	87
NCU00864	Supercontig_12.1;Supercontig_12.1	6921148;6922133	6921950;6922640	-;-	1311	998	848	5393	5743	1001	4013	3550	1414	4364	1147	5598	689
NCU00865	Supercontig_12.1	6919124	6921343	+	2220	756	970	1326	1634	975	1860	1754	1201	1660	1108	1668	803
NCU00866	Supercontig_12.1	6917036	6918763	-	1728	1	2	2	0	1	1	0	2	0	0	2	0
NCU00867	Supercontig_12.1;Supercontig_12.1	6915849;6916635	6916578;6918702	+;+	2798	3971	3472	2376	2658	2590	2496	2708	3705	2329	3349	2119	3655
NCU00868	Supercontig_12.1;Supercontig_12.1	6913757;6914626	6914556;6915541	-;-	1716	1722	1776	1035	1221	1654	1029	1103	1991	1097	1901	834	1602
NCU00869	Supercontig_12.1	6910391	6913653	-	3263	323	310	208	256	232	235	235	437	210	339	289	332
NCU00870	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6907483;6909208;6909720	6909142;6909614;6909986	-;-;-	2334	197	176	160	200	200	129	110	240	137	188	182	188
NCU00871	Supercontig_12.1	6905715	6906650	-	936	0	2	8	4	0	2	14	0	6	11	2	1
NCU00872	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6903395;6903564;6903959	6903514;6903897;6904560	+;+;+	1056	77	76	71	65	95	62	112	134	71	159	89	96
NCU00873	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6901541;6901675;6901845;6902482	6901613;6901793;6902427;6903211	+;+;+;+	1505	95	124	123	128	121	121	112	151	104	143	124	128
NCU00874	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6895385;6895385;6899446;6899446;6899651;6899651;6899833;6899833;6900081;6900104;6900234;6900234	6899397;6899397;6899580;6899580;6899777;6899777;6900021;6900021;6900154;6900154;6900855;6900855	-;-;-;-;-;-;-;-;-;-;-;-	5160	244	296	312	409	319	363	406	322	462	315	399	310
NCU00875	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6893200;6893496;6893637;6893880;6894459;6894599	6893436;6893558;6893821;6894394;6894543;6895121	-;-;-;-;-;-	1608	98	97	145	205	125	119	139	124	130	114	143	121
NCU00876	Supercontig_12.1	6890510	6892949	-	2440	108	139	115	121	112	74	73	92	118	91	110	101
NCU00877	Supercontig_12.1	6889607	6890489	+	883	1004	879	11219	11855	1113	9001	7812	1036	10949	1020	11386	502
NCU00878	Supercontig_12.1;Supercontig_12.1	6887780;6888425	6888370;6888894	+;+	1061	48988	59905	9037	10685	52172	9759	9153	56649	10848	62269	9627	70219
NCU00879	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6884760;6884760;6884839;6885760;6885760	6885685;6884782;6885685;6887564;6887564	+;+;+;+;+	2731	2688	2732	1629	2181	2458	1851	1889	3290	1849	3116	1908	2857
NCU00880	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6881286;6882881;6884041	6882826;6883985;6884666	-;-;-	3272	990	953	2740	3668	918	2625	3435	1409	3152	1563	3170	1068
NCU00881	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6878944;6878944;6879839;6879839;6880295;6880295;6881066	6879717;6879717;6880167;6880167;6880970;6881270;6881270	+;+;+;+;+;+;+	2079	388	351	849	1146	391	849	1106	450	934	462	1093	470
NCU00882	Supercontig_12.1;Supercontig_12.1	6876251;6877269	6877208;6878499	-;-	2189	16	16	69	94	14	60	116	32	93	38	72	10
NCU00883	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6874639;6875139;6875284	6874931;6875213;6875587	-;-;-	672	12	8	53	34	15	46	70	18	67	32	69	6
NCU00884	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6872527;6872937;6874179	6872874;6874077;6874636	+;+;+	1947	1127	443	15107	12765	543	9290	8635	706	10082	645	11262	287
NCU00885	Supercontig_12.1;Supercontig_12.1	6868987;6870574	6870368;6870691	-;-	1500	0	0	8	8	6	6	0	0	8	0	6	0
NCU00886	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6866224;6866696;6867696	6866605;6867551;6868116	-;-;-	1659	54	75	130	273	92	180	330	46	237	76	233	64
NCU00887	Supercontig_12.1	6864020	6865257	-	1238	2	2	8	22	0	7	17	2	12	2	5	0
NCU00889	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6858870;6860214;6860340	6860154;6860278;6861115	-;-;-	2126	610	744	443	515	469	411	440	529	518	612	561	739
NCU00890	Supercontig_12.1;Supercontig_12.1	6854907;6857192	6857129;6857976	-;-	3008	4	2	11	36	2	12	28	3	45	4	54	2
NCU00891	Supercontig_12.1;Supercontig_12.1	6853023;6853674	6853612;6856811	+;+	3728	364	300	586	643	180	784	392	227	460	265	621	202
NCU00892	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6848059;6849530;6850279;6850279;6851544;6851544;6851802	6850228;6850228;6851482;6851482;6851728;6851809;6851870	-;-;-;-;-;-;-	3701	325	248	379	370	291	366	418	328	435	307	360	229
NCU00893	Supercontig_12.1	6847806	6849959	+	2154	1	3	3	3	0	2	2	0	4	0	1	0
NCU00894	Supercontig_12.1;Supercontig_12.1	6845163;6845583	6845442;6847790	+;+	2488	1743	1923	1972	2609	1971	2503	2831	2207	2423	2066	2181	1334
NCU00895	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6842941;6843548;6843656;6843915	6843489;6843594;6843847;6844961	+;+;+;+	1835	6096	6994	4603	5795	5166	5384	5043	5749	5514	5756	5685	5380
NCU00896	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6839530;6840119;6841933	6840038;6841860;6842655	-;-;-	2974	2454	3023	1930	2720	2882	3161	2393	3152	2763	3102	2684	2438
NCU00897	Supercontig_12.1;Supercontig_12.1	6835995;6836752	6836692;6839567	+;+	3514	479	741	446	783	523	808	901	621	858	548	732	662
NCU00898	Supercontig_12.1;Supercontig_12.1	6832860;6834767	6834711;6835213	-;-	2299	216	214	591	711	148	624	738	195	700	188	733	175
NCU00899	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6829030;6830470;6831003	6830410;6830938;6832236	+;+;+	3084	1448	1862	914	1120	1700	1182	1135	2087	1105	1933	1118	2030
NCU00900	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6824881;6827013;6827130	6826944;6827061;6827679	-;-;-	2663	154	160	791	978	147	836	887	188	967	236	1005	150
NCU00901	Supercontig_12.1;Supercontig_12.1	6820468;6820997	6820931;6825018	+;+	4486	95	142	403	466	169	388	356	163	443	169	499	120
NCU00902	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6815517;6816498;6817925	6816411;6817767;6819124	-;-;-	3365	1047	1106	1966	2585	1178	1869	2265	1415	2297	1413	2480	1348
NCU00903	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6812522;6813377;6813624;6813806	6813226;6813559;6813683;6814329	-;-;-;-	1472	528	385	5336	5621	327	3593	3704	301	3975	476	5055	337
NCU00904	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6810196;6810755;6812309	6810674;6812205;6812644	+;+;+	2266	886	1032	1084	1245	858	1172	1406	914	1190	1054	1262	1069
NCU00905	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6807058;6807487;6807672;6808270;6808485	6807399;6807589;6808188;6808407;6810098	+;+;+;+;+	2714	453	468	807	1116	452	891	1150	495	1070	534	923	394
NCU00906	Supercontig_12.1	6803641	6805949	+	2309	285	247	377	467	246	367	399	288	371	301	428	238
NCU00907	Supercontig_12.1	6801129	6801527	-	399	0	0	10	4	4	2	1	7	4	0	2	2
NCU00911	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6778872;6780015;6780501;6781448	6779949;6780309;6781376;6782745	-;-;-;-	3547	308	220	903	1061	205	629	924	184	651	260	916	149
NCU00912	Supercontig_12.1;Supercontig_12.1	6763889;6765550	6765497;6765892	+;+	1952	49	42	219	187	52	130	215	64	220	60	280	44
NCU00913	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6761319;6761486;6763230;6763274	6763171;6763171;6763721;6763721	-;-;-;-	2345	412	322	445	706	254	441	544	288	603	260	592	221
NCU00914	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6752091;6752497;6754343;6755261;6755261;6755917;6755917	6754291;6755208;6755208;6755854;6755854;6757105;6757073	-;-;-;-;-;-;-	4901	3356	4013	1147	1426	4150	1231	1503	4142	1264	3988	1335	3907
NCU00915	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6748814;6750224;6750485;6751285;6751916	6750146;6750423;6751199;6751863;6751985	-;-;-;-;-	2897	139655	177777	12569	20386	122434	16194	20076	141577	16455	142000	14308	139681
NCU00916	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6744520;6744520;6744520;6746447;6746447;6746447;6746580;6746580;6746580;6746719;6746719;6746719;6746887;6746887;6746887;6746994;6747072;6747072	6746394;6746394;6746394;6746524;6746524;6746524;6746651;6746651;6746651;6746826;6746826;6746826;6746902;6746996;6746902;6747976;6747976;6747976	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3223	3870	4018	1785	2522	4198	2786	3148	4795	2528	4621	2374	3575
NCU00917	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6741086;6741086;6743344;6743881;6743881	6743238;6743698;6743698;6744077;6744077	-;-;-;-;-	2810	312	371	677	865	488	710	801	463	872	430	859	350
NCU00918	Supercontig_12.1	6738210	6740408	-	2199	798	998	2163	2655	980	1835	2066	1005	2140	1061	2394	795
NCU00919	Supercontig_12.1	6735642	6738473	+	2832	226	325	177	208	376	290	189	432	268	421	266	206
NCU00920	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6732240;6732450;6732726	6732390;6732652;6735625	+;+;+	3254	301	254	207	278	245	248	248	384	305	327	267	247
NCU00921	Supercontig_12.1;Supercontig_12.1	6729079;6731759	6731653;6732092	-;-	2909	142	159	193	277	132	173	269	154	220	230	247	132
NCU00922	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6718309;6718849;6719166	6718333;6718930;6719412	+;+;+	354	2	3	8	10	0	1	4	3	0	0	9	1
NCU00923	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6710750;6712367;6712735	6712186;6712672;6712973	-;-;-	1982	1649	1950	1308	2127	1647	1772	2731	1870	2258	1916	1943	1686
NCU00924	Supercontig_12.1;Supercontig_12.1	6708566;6709069	6708986;6710526	+;+	1879	178	132	389	373	142	330	470	177	356	234	441	160
NCU00925	Supercontig_12.1	6706181	6708411	-	2231	848	847	123	189	1011	240	272	1200	205	1108	209	547
NCU00926	Supercontig_12.1;Supercontig_12.1	6703219;6705550	6705500;6706030	-;-	2763	28	34	80	66	24	48	90	34	110	32	78	24
NCU00927	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6697989;6698999;6701213	6698948;6701155;6702605	+;+;+	4510	235	262	456	533	385	391	483	473	595	455	629	349
NCU00928	Supercontig_12.1	6695159	6697715	-	2557	48	59	134	103	79	146	188	75	173	108	149	103
NCU00929	Supercontig_12.1	6689123	6694304	-	5182	335	277	289	363	235	373	269	269	342	307	294	336
NCU00930	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6687876;6687961;6688037;6688482;6688482	6687983;6688228;6688228;6689032;6689172	+;+;+;+;+	1044	2120	2214	2702	2730	2222	2369	2930	2920	2869	2555	2697	1652
NCU00931	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6685222;6685225;6686820;6686820;6687487	6686715;6686715;6687510;6687251;6687600	-;-;-;-;-	2275	759	907	473	722	995	795	950	1054	853	1039	641	863
NCU00932	Supercontig_12.1;Supercontig_12.1	6682289;6682598	6682537;6684487	+;+	2139	2	2	0	0	0	0	2	0	0	0	2	2
NCU00934	Supercontig_12.1;Supercontig_12.1	6676692;6676866	6676791;6677292	-;-	527	41	28	23	30	37	54	47	37	54	34	25	30
NCU00935	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6671629;6673422;6673685	6673356;6673617;6674526	-;-;-	2766	1730	1769	1283	1591	1433	1222	1572	1537	1376	1959	1479	1486
NCU00936	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6669606;6669606;6669606;6669835;6669873;6670036;6670036;6670036;6670228;6670228;6670228	6669760;6669966;6669805;6669966;6669966;6670126;6670126;6670126;6671824;6671824;6671824	+;+;+;+;+;+;+;+;+;+;+	2049	99	62	1163	1041	60	570	575	76	778	84	1010	52
NCU00937	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6665356;6666539;6666904;6667602	6666403;6666827;6667534;6667899	-;-;-;-	2266	148	148	454	360	208	355	240	268	330	204	433	135
NCU00938	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6663012;6664180;6664555	6664111;6664476;6665608	+;+;+	2451	469	574	229	286	851	227	373	933	322	953	341	836
NCU00939	Supercontig_12.1;Supercontig_12.1	6650854;6651799	6651651;6657821	-;-	6821	3736	4010	3339	3410	3434	3013	3981	4121	3496	3719	3798	3314
NCU00940	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6644581;6645007;6645369;6645982;6646563	6644606;6645094;6645477;6646193;6646691	+;+;+;+;+	564	0	3	6	0	4	1	1	0	3	9	4	6
NCU00941	Supercontig_12.1;Supercontig_12.1	6640572;6645213	6645124;6645867	-;-	5208	128	161	185	150	168	164	227	203	192	186	226	221
NCU00943	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6632519;6632836;6633565	6632773;6633495;6635173	+;+;+	2524	780	673	2578	2901	604	2112	2001	741	2247	697	2527	353
NCU00944	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6628756;6629345;6629677	6629287;6629603;6630835	+;+;+	1950	7525	8313	1836	2159	7080	2055	2327	7985	2263	7757	2372	8350
NCU00945	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6624343;6624829;6625019;6625325;6625874	6624736;6624944;6625263;6625820;6627731	+;+;+;+;+	3109	316	242	235	259	311	271	305	463	280	420	271	334
NCU00946	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6618988;6619131;6619967	6619028;6619705;6620286	+;+;+	936	4	2	0	3	4	4	2	4	2	7	0	15
NCU00947	Supercontig_12.1;Supercontig_12.1	6618015;6618350	6618164;6618779	+;+	580	16	2	30	10	6	20	19	13	14	10	14	10
NCU00948	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6616034;6616301;6616654;6617038	6616131;6616337;6616792;6617177	-;-;-;-	414	22	19	63	84	16	52	53	31	64	50	60	30
NCU00949	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6604283;6609624;6610849	6609572;6610775;6613928	-;-;-	9522	236	260	198	220	262	288	250	280	258	309	226	224
NCU00950	Supercontig_12.1;Supercontig_12.1	6600966;6601797	6601728;6603322	+;+	2289	259	347	133	175	480	163	190	419	152	511	165	326
NCU00951	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6598064;6598633;6599210	6598572;6599096;6600359	-;-;-	2123	1288	1202	6330	8857	1208	7150	8977	1673	7748	1600	7977	957
NCU00952	Supercontig_12.1;Supercontig_12.1	6596704;6597344	6597178;6598025	+;+	1157	637	711	540	847	797	637	1414	892	1013	740	852	586
NCU00953	Supercontig_12.1;Supercontig_12.1	6594170;6595702	6595600;6596237	-;-	1967	744	747	715	847	916	847	799	947	729	1082	765	620
NCU00954	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6591961;6592702;6593754	6592626;6593651;6594233	+;+;+	2096	99	104	344	355	117	354	358	163	416	170	424	111
NCU00955	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6588124;6589927;6590140;6590446;6590911	6589858;6590084;6590375;6590848;6591715	+;+;+;+;+	3337	24066	27132	6358	9082	38654	13011	16300	41571	11627	33524	9759	27718
NCU00956	Supercontig_12.1;Supercontig_12.1	6585342;6587254	6587164;6588112	-;-	2682	984	1006	682	1075	1027	1079	1924	1258	1308	935	1065	932
NCU00957	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6581266;6582757;6583093;6583631	6582680;6583038;6583363;6584222	-;-;-;-	2560	16961	21440	9235	12024	20159	13267	13989	21203	13560	20809	12676	16369
NCU00958	Supercontig_12.1;Supercontig_12.1	6578497;6578667	6578590;6581008	+;+	2436	1738	1911	1296	1946	1850	1731	1997	2147	1600	1911	1757	1409
NCU00959	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6576079;6576524;6577307;6577535;6577535	6577238;6577458;6577458;6578079;6578163	-;-;-;-;-	2009	10401	12470	8403	11508	12847	10746	12764	13699	10820	12076	11009	9328
NCU00960	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6575460;6575702;6576205	6575569;6576132;6576287	+;+;+	624	213	190	83	93	267	80	216	239	149	163	86	152
NCU00961	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6571351;6571806;6572149;6572370	6571491;6571849;6572254;6572486	+;+;+;+	408	31	38	30	54	25	17	23	45	43	26	33	38
NCU00962	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6564410;6564410;6568536;6568536;6568795;6568795;6569178	6568478;6568478;6568740;6568740;6569116;6570526;6570526	-;-;-;-;-;-;-	6006	362	390	323	491	384	514	526	417	501	486	485	304
NCU00963	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6561211;6561211;6561764;6561768;6562125;6562125;6562972;6562972	6561513;6561513;6562051;6562051;6562857;6562857;6563449;6563449	+;+;+;+;+;+;+;+	1802	1633	2178	444	917	2078	1054	2013	2498	1263	2202	989	1625
NCU00964	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6556583;6557894;6560358	6557835;6560301;6560934	-;-;-	4238	211	198	531	632	208	510	815	313	588	276	688	188
NCU00965	Supercontig_12.1;Supercontig_12.1	6555261;6555541	6555470;6556586	+;+	1256	671	707	504	615	612	647	727	806	607	878	502	486
NCU00966	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6553004;6554094;6554318;6554765;6554878	6554036;6554255;6554678;6554798;6555128	-;-;-;-;-	1841	446	383	752	762	331	607	750	431	719	490	672	345
NCU00967	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6547756;6549728;6551737	6549672;6551494;6551882	-;-;-	3830	1946	2360	1283	1651	2081	1545	1683	2689	1590	2819	1701	2927
NCU00968	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6545790;6545904;6545904;6546051;6546051	6545987;6545950;6548172;6548172;6548172	+;+;+;+;+	2383	1198	1279	330	401	1291	431	413	1431	345	1525	399	1037
NCU00969	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6544165;6544790;6545136	6544430;6545037;6545566	-;-;-	945	504	439	3280	4505	423	3284	4296	546	4475	614	4540	416
NCU00970	Supercontig_12.1;Supercontig_12.1	6542621;6543795	6543620;6543808	-;-	1014	1	4	18	14	15	14	12	7	10	4	15	6
NCU00971	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6540857;6541251;6541644;6542003	6541057;6541327;6541940;6543550	+;+;+;+	2123	87841	103798	41425	61122	101444	68086	91666	119488	72545	112439	54718	98276
NCU00972	Supercontig_12.1;Supercontig_12.1	6538989;6539839	6539774;6540399	+;+	1347	59	45	26	18	63	29	45	57	49	62	25	72
NCU00973	Supercontig_12.1;Supercontig_12.1	6537038;6538111	6538045;6538556	+;+	1454	20	16	10	28	16	15	18	14	29	18	2	24
NCU00974	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6532962;6533396;6533541;6534315;6534315	6533449;6534233;6534233;6535189;6535198	-;-;-;-;-	2156	820	1038	1280	1582	1096	1499	1788	1359	1708	1249	1460	934
NCU00975	Supercontig_12.1	6530972	6533216	-	2245	123	138	158	165	168	134	165	211	198	273	194	165
NCU00976	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6528335;6528523;6528727;6528917	6528357;6528565;6528743;6530279	-;-;-;-	1446	6	2	11	4	11	2	4	8	6	6	12	2
NCU00977	Supercontig_12.1	6518911	6520290	-	1380	1261	1595	741	974	1635	1049	1653	2267	1128	1918	933	1455
NCU00978	Supercontig_12.1;Supercontig_12.1	6514920;6517164	6517109;6518731	+;+	3758	139	180	208	294	200	166	269	211	260	192	304	188
NCU00979	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6513544;6513759;6513993;6514178	6513696;6513926;6514119;6514647	+;+;+;+	918	152269	184717	65930	97230	192188	110837	134106	217271	110216	193606	86820	188243
NCU00980	Supercontig_12.1;Supercontig_12.1	6510950;6512838	6512778;6513238	-;-	2230	3624	3312	3303	4367	3597	3012	3725	3762	3297	3755	3776	2728
NCU00981	Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1;Supercontig_12.1	6509214;6509606;6510193;6510555;6510691	6509538;6510047;6510478;6510573;6510877	-;-;-;-;-	1259	1575	1694	1210	1609	1907	1653	2272	2303	1617	2295	1662	1432
